ITEM,HS CODE,GOODS DESCRIPTION 
3181,84301000,Pile-drivers and pile-extractors
3182,84302000,Snow-ploughs and snow-blowers
3183,84303100,Self-propelled coal or rock cutters and tunnelling machinery
3184,84303900,Coal or rock cutters and tunnelling machinery (excl. self-propelled)
3185,84304100,Self-propelled boring or sinking machinery
3186,84304900,Boring or sinking machinery (excl. self-propelled)
3187,84305000,"Self-propelled earth moving, grading, excvating... machinery, nes"
3188,84306100,"Tamping or compacting machinery, not self-propelled"
3189,84306900,"Earth moving, excavating, extracting... machinery, not self-propelled"
3190,84311000,Parts of machinery of 84.25
3191,84312000,Parts of machinery of 84.27
3192,84313100,"Parts of lift, skip hoists or escalators"
3193,84313900,"Parts of machinery of 84.28 (excl. lift, skip hoists or escalators)"
3194,84314100,"Buckets, shovels, grabs and grips of machinery of 84.26, 84.29 and 84.30"
3195,84314200,Bulldozer or angledozer blades of 84.29
3196,84314300,Parts for boring or sinking machinery of subheading 8430.41 or 8430.49
3197,84314900,"Parts of machinery of 84.26, 84.29 and 84.30, nes"
3198,84321010,Single-furrow mould-board ploughs of a weight =< 55Kg
3199,84321091,Dics ploughs weighing not less than 55Kgs
3200,84321092,Mouldboard ploughs of weight not less than 55Kgs
3201,84321099,"Other ploughs,"
3202,84322110,Disc harrows with less than 30 discs
3203,84322190,Disc harrows with more than 30 discs
3204,84322910,Scarifiers and rippers
3205,84322920,Cultivators and weeders
3206,84322930,Mechanical Rotary Hoes
3207,84322990,"Other harrows, scarifiers, cultivators, weeders and hoes nes"
3208,84323000,"Seeders, planters and transplanters"
3209,84324000,Manure spreaders and fertiliser distributors
3210,84328010,Lawn & sports-ground rollers
3211,84328090,"Soil preparation or cultivation machinery, nes"
3212,84329000,Parts of soil preparation/cultivation machinery...
3213,84331100,"Mowers..., powered, the cutting device rotating in a horizontal plane"
3214,84331900,"Mowers for lawns, parks or sports grounds, nes"
3215,84332000,"Mowers (incl. cutter bars for tractor mounting), nes"
3216,84333000,Haymaking machinery
3217,84334000,Straw or fodder balers (incl. pick-up balers)
3218,84335100,Combine harvester-threshers
3219,84335200,"Threshing machinery for agricultural produce, nes"
3220,84335300,Root or tuber harvesting machines
3221,84335900,"Harvesting machinery, nes"
3222,84336000,"Machines for cleaning, sorting or grading eggs, fruit or other produce"
3223,84339000,Parts of harvesting... machinery
3224,84341000,Milking machines
3225,84342000,Dairy machinery
3226,84349000,Parts of milking machines and dairy machinery
3227,84351000,"Presses, crushers, etc, for making wine, cider, fruit juices, etc"
3228,84359000,"Parts of machinery for making wine, cider, fruit juices, etc"
3229,84361000,Machinery for preparing animal feeding stuffs
3230,84362100,Poultry incubators and brooders
3231,84362900,"Poultry-keeping machinery, nes"
3232,84368000,"Agricultural... forestry or bee-keeping machinery, nes"
3233,84369100,Parts of poultry-keeping machinery or poultry incubators and brooders
3234,84369900,"Parts of agricultural... machinery, nes"
3235,84371000,"Machines for cleaning/sorting/grading seed, grain or dried vegetables"
3236,84378000,Machinery for milling or working cereals or dried vegetables
3237,84379000,"Parts of milling, etc, machinery"
3238,84381000,"Bakery machinery and machinery for making macaroni, spaghetti, etc"
3239,84382000,Machinery for the manufacture of confectionery
3240,84383000,Machinery for sugar manufacture
3241,84384000,Brewery machinery
3242,84385000,Machinery for the preparation ofmeat or poultry
3243,84386000,"Machinery for the preparation of fruits, nuts or vegetables"
3244,84388000,"Machinery for the preparation or manufacture of food or drink, nes"
3245,84389000,"Parts of industrial machinery for food and drink manufacture, nes"
3246,84393000,Machinery for finishing paper or paperboard
3247,84399100,Parts of machinery for making pulp of fibrous cellulosic material
3248,84401000,Book-binding machinery (incl. book-sewing machines)
3249,84409000,Parts of book-binding machinery
3250,84411000,Cutting machines
3251,84412000,"Machines for making bags, sacks or envelopes of paper or paperboard"
3252,84413000,"Machines for making cartons, boxes, etc, of paper or paperboard"
3253,84418000,"Machinery for making up paper pulp, paper or paperboard, nes"
3254,84419000,"Parts of machinery for making up paper pulp, paper or paperboard, nes"
3255,84423000,"Machinery, apparatus and equipment for making lates,cylinders and other printing comp."
3256,84424000,Parts of  machinery of sub-heading 8442.30
3257,84425000,"Plates,cylinders and other printing components,plates etc prepared for printing purposes"
3258,84431100,"Offset printing machinery, reel fed"
3259,84431200,"Offset printing machinery, sheet fed, office type"
3260,84431300,Other offset printing machinery
3261,84431500,"Letterpress printing machinery, other than reel fed, excluding flexographic printing"
3262,84431600,Flexographic printing machinery
3263,84431700,Gravure printing machinery
3264,84431900,Other printing machinery
3265,84433200,"Other, capable of connecting to an ADP machine or to a network"
3266,84433900,"Other printers, facsimile and copiers nes"
3267,84439100,"Parts and accessories of printing machinery used for printing by plates,etc"
3268,84439900,Other parts and accessories nes
3269,84440000,"Machines for extruding, drawing... or cutting man-made textile materials"
3270,84451200,Combing machines
3271,84451900,"Machines for preparing textile fibres, nes"
3272,84452000,Textile spinning machines
3273,84459000,"Machinery for producing or preparing textile yarns, nes"
3274,84472010,Flat knitting machines of the household type
3275,84472090,Flat knitting machines nes ; stitch-bonding machines
3276,84479000,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, etc"
3277,84481900,"Auxiliary machinery for machines of 84.44, 84.45, 84.46, 84.47"
3278,84483200,"Parts and accessories of machines for preparing textile fibres, other than card clothing"
3279,84483300,"Spindles and spindle flyers, spinning ring and ring travellers"
3280,84483900,"Parts and accessories of machines of 84.45, etc, nes"
3281,84484900,"Parts and accessories of weaving machines (looms), nes"
3282,84485110,Sinkers/needles...in forming stitches used with household knitting machines
3283,84485190,"Sinkers, needles & other articles used in forming stitches, nes"
3284,84485910,"Parts & accessories of 84.47 for use with household knitting machines, nes"
3285,84485990,"Parts & accessories of machines of 84.47, nes"
3286,84501100,"Fully-automatic washing machines, capacity=<10kg"
3287,84501200,"Washing machines with built-in centrifugal drier, capacity =<10kg"
3288,84501900,"Washing machines, nes, of a dry linen capacity =<10kg"
3289,84502010,Washing machines of a dry linen capacity > 10Kg of the household type
3290,84502090,Other washing machines of a dry linen capacity > 10Kg
3291,84509000,Parts of household/laundry-type washing machines
3292,84512110,"Domestic drying machines, of a dry linen capacity of <=10Kg"
3293,84512190,"Industrial drying machines, of a dry linen capacity =<10Kg"
3294,84512910,"Domestic drying machines, of a dry linen capacity >10Kg"
3295,84512990,"Industrial drying machines, of a dry linen capacity >10Kg"
3296,84513010,"Domestic ironing machines & presses, incl fusing presses"
3297,84513090,"Ironing machines & presses incl fusing presses, industrial"
3298,84514010,"Domestic washing, bleaching or dyeing machines"
3299,84514090,"Washing, bleaching or dyeing machines,  industrial"
3300,84515000,"Machines for reeling, unreeling, folding, cutting... textile fabrics"
3301,84518010,Other machinery of the house hold type
3302,84518090,"Machines for wringing ,dressing..textile yarns... industrial"
3303,84519000,"Parts of machines for cleaning, drying, ironing, etc"
3304,84521000,Sewing machines of the household type
3305,84522100,Automatic sewing machines
3306,84522900,Sewing machines of industrial type (excl. automatic units)
3307,84523000,Sewing machine needles
3308,84529010,"Furniture ,bases & covers for sewing machines & parts thereof"
3309,84529090,Other parts of sewing machines
3310,84532000,Machinery for making or repairing footwear
3311,84539000,"Parts of machinery for preparing ... leather, making footware, etc"
3312,84542000,"Ingot moulds, ladles used in metallurgy or in metal foundries"
3313,84543000,Casting machines used in metallurgy or in metal foundries
3314,84549000,"Parts of converters, ladles... casting machines"
3315,84551000,Tube mills
3316,84552100,Hot or combination hot and cold metal-rolling mills
3317,84553000,Rolls for rolling mills
3318,84559000,Parts of metal-rolling mills (excl. rolls)
3319,84561000,Machine-tools operated by laser or other light or photonbeam processes
3320,84563000,Machine-tools operated by electro-discharge processes
3321,84569000,Other parts and accessories nes
3322,84581100,"Horizontal lathes for removing metal, numerically controlled"
3323,84581900,Horizontal lathes for removing metal (excl. numerically controlled)
3324,84589900,"Lathes for removing metal, nes (excl. numerically controlled)"
3325,84592100,"Drilling machines for removing metal, numerically controlled, nes"
3326,84592900,"Drilling machines for removing metal, nes"
3327,84595900,"Milling machines, knee-type, for metal (excl. numerically controlled)"
3328,84596100,"Milling machines for metal, numerically controlled (excl. knee-type)"
3329,84596900,"Milling machines for metal, nes"
3330,84597000,"Threading or tapping machines for metal, worked by removing metal, nes"
3331,84601900,"Flat-surface grinding machines, 0.01mm accuracy, nes"
3332,84602900,"Grinding machines, nes, accurate  at least 0.01mm"
3333,84603900,"Sharpening (tool or cutter grinding) machines, nes"
3334,84609000,"Machines for deburring, grinding, polishing, etc, metal, nes"
3335,84612000,Shaping or slotting machines for working metal or cermets
3336,84613000,Broaching machines for working metal or cermets
3337,84614000,Gear cutting/grinding/finishing machines for working metal or cermets
3338,84615000,Sawing or cutting-off machines for working metal or cermets
3339,84619000,"Machine tools working by removing metal or cermets,nes"
3340,84621000,Forging or die-stamping machines (incl. presses) and hammers
3341,84622100,"Bending, folding... machines (incl. presses), numerically controlled"
3342,84622900,"Bending, folding, straightening or flattening machines (incl. presses)"
3343,84623900,"Shearing machines (incl. presses), nes"
3344,84624900,"Punching or notching machines (incl. presses), nes"
3345,84629100,Hydraulic presses for working metals or metal carbides
3346,84629900,Presses (excl. hydraulic) for working metals or metal carbides
3347,84631000,"Draw-benches for bars, tubes, profiles or the like"
3348,84632000,"Thread rolling machines for working metal, without removing material"
3349,84633000,"Machines for working wire, without removing material"
3350,84639000,"Machine-tools for working metal, without removing material, nes"
3351,84641000,"Sawing machines, for workingstone, ceramics, concrete, etc"
3352,84642000,"Grinding or polishing machines, for working stone, ceramics, etc"
3353,84649000,"Machine-tools for working stone, ceramics, concrete, etc"
3354,84651000,Machines which can change operation without changing tools
3355,84659100,"Sawing machines for working wood, cork, bone, hard rubber, etc"
3356,84659200,"Planing, milling or moulding machines for working wood, cork, bone, etc"
3357,84659300,"Grinding, sanding or polishing machines for working wood, cork, etc"
3358,84659500,"Drilling or morticing machines for working wood, cork, bone, etc"
3359,84659600,"Splitting, slicing or paring machines for working wood, cork, bone, etc"
3360,84659900,"Machine-tools, nes, for working wood, cork, bone, hard rubber, etc"
3361,84661000,Tool holders and self-opening dieheads
3362,84662000,Work holders for machine-tools
3363,84663000,Dividing heads and other special attachments for machine-tools
3364,84669100,Parts and accessories for machines of 84.64
3365,84669200,Parts and accessories for machines of 84.65
3366,84669300,Parts and accessories for machines of 84.56 to 84.61
3367,84669400,Parts and accessories for machines of 84.62 to 84.63
3368,84671110,"Pneumatic greasing pistol or guns, rotary type"
3369,84671190,"Other pneumatic tools, rotary type, nes"
3370,84671910,Pneumatic greasing pistols or guns (excl. rotary type)
3371,84671990,"Other pneumatic tools (excl. rotary type), nes"
3372,84672100,Hand drills with self contained electric motor
3373,84672200,Hand saws with self contained electric motor
3374,84672900,Hand tools with self contained electric motor other than drills or saws
3375,84678100,Chain saws with non-electric motor
3376,84678900,"Tools for working in the hand, with non-electric motor, nes"
3377,84679100,Parts of chain saws
3378,84679200,Parts of pneumatic tools
3379,84679900,"Parts of hand-tools, with non-electric motor, nes"
3380,84681000,Hand held blow pipes
3381,84682000,Other gas operated machinery and apparatus
3382,84688000,"Machinery and apparatus for soldering, brazing or welding, nes"
3383,84689000,"Parts of soldering, brazing or welding machinery and apparatus"
3384,84701000,Elec. calculators without extern.elec.power;pocket-size data recorders
3385,84702100,"Electronic calculating machines, nes, with a printing device"
3386,84702900,"Electronic calculating machines, nes, without a printing device"
3387,84703000,Calculating machines (excl. electronic)
3388,84705000,Cash registers
3389,84709090,"Ticket-issuing machines & similar machines, with a calculating device"
3390,84713000,"Portable digital ADP machines,WT<=10 Kg,comp.at least CPU,keyboard&display"
3391,84714100,"Non portable ADP machines,comprising at least CPU & I/O unit in same housing"
3392,84714900,"Non-portable ADP machines, nes, presented in the form of systems"
3393,84715000,Digital processing machines (excl.847141&49) comp.<=1 OR 2 units of input/output
3394,84716010,"Braille computer terminals, designed for    use by the blind."
3395,84716090,ADP input/output units whether or not containing storage units in same housing
3396,84717000,Automatic data processing machine storage units
3397,84718000,Units of automatic data processing machines nes
3398,84719000,Magnetic/optical readers;machines for transcribing data onto data media nes
3399,84721000,Hectograph or stencil duplicating machines
3400,84723000,"Machines for sorting, ..etc mail and machines for affixing or cancelling postag stamps"
3401,84729090,Office machines not elsewhere specified
3402,84731000,"Parts and accessories of printers, typewriters, word processing machines"
3403,84732100,"Parts and accessories of the electronic calculating machines  of  subheadings 8470.10,.."
3404,84732900,Parts and accessories of machines of 8470.30 to 8470.90
3405,84733000,Parts and accessories of the machines of 84.71
3406,84734000,Parts and accessories of the machines of 84.72
3407,84735000,Parts & accessories equally suitable for machines of 2 or more HS No. 84.69 to 84.72
3408,84741000,"Sorting, screening, separating or washing machines for earth, stone..."
3409,84742000,"Crushing or grinding machines for earth, stone, ores, etc"
3410,84743100,Concrete or mortar mixers
3411,84743900,"Mixing or kneading machines for earth, stone, ores, etc"
3412,84748000,"Other machinery for earth, stone, ores, etc, nes"
3413,84749000,Parts of machinery of 84.74
3414,84762100,"Automatic beverage-vending machines, with heating or refrigerating devices"
3415,84762900,"Automatic beverage-vending machines,without heating/refrigerating devices"
3416,84769000,Parts for automatic goods-vending machines
3417,84771000,"Injection-moulding machines for working rubber or plastics, etc"
3418,84772000,Extruders for working rubber or plastics and making products thereof
3419,84773000,"Blow moulding machines for working rubber or plastics, etc"
3420,84774000,Vacuum moulding machines and other thermoforming machines for rubber...
3421,84775900,"Machinery for moulding or forming rubber or plastics, etc, nes"
3422,84778000,"Machinery for working rubber/plastics or making products thereof, nes"
3423,84779000,"Parts of machinery for working rubber or plastics, etc"
3424,84781000,"Machinery for preparing or making up tobacco, nes"
3425,84789000,Parts of machinery preparing or making up tobacco
3426,84791000,"Machinery for public works, building..., having individual functions"
3427,84792000,Machinery for the extraction/preparation of animal/vegetable fats or oil
3428,84793000,"Machinery for treating wood or cork, having individual functions"
3429,84795000,"Industrial robots, nes"
3430,84796000,Evaporative air coolers
3431,84797900,Other passenger boarding bridges
3432,84798100,"Machines for treating metal inc elec.wire coilwinders,individual functions"
3433,84798200,"Machines for mixing,kneading,crushing,grinding,having individual functions"
3434,84798910,Heat thermal transfer printer
3435,84798990,Machines and mechanical appliances having individual functions nes in CH 84
3436,84799000,"Parts of machines having individual functions, nes"
3437,84801000,Moulding boxes for metal foundry
3438,84802000,Mould bases
3439,84803000,Moulding patterns
3440,84804900,Moulds for metal or metal carbides (excl. injection or compression)
3441,84805000,Moulds for glass
3442,84806000,Moulds for mineral materials
3443,84807100,Injection or compression type moulds for rubber or plastics
3444,84807900,Moulds for rubber or plastics (excl. injection or compression)
3445,84811000,Pressure-reducing valves
3446,84812000,Valves for the control of oleohydraulic or pneumatic transmission
3447,84813000,Check (nonreturn) valves
3448,84814000,Safety or relief valves
3449,84818010,Taps and Cocks
3450,84818090,Other appliances not specified elsewhere
3451,84819000,Parts of valves and similar appliances of 84.81
3452,84821000,Ball bearings
3453,84822000,"Tapered roller bearings, including cone and tapered roller assemblies"
3454,84823000,Spherical roller bearings
3455,84824000,Needle roller bearings
3456,84825000,Cylindrical roller bearings (excl. needle)
3457,84828000,"Ball or roller bearings (incl. combined ball/roller bearings), nes"
3458,84829100,"Balls, needles and rollers being parts"
3459,84829900,"Parts of ball or roller bearings (excl. balls, needles and rollers)"
3460,84831000,Transmission shafts (incl. cam and crank shafts) and cranks
3461,84832000,"Bearing housings, incorporating ball or roller bearings"
3462,84833000,"Bearing housings, nes; plain shaft bearings"
3463,84834010,"Gears & gearing;...gear boxes & other speed changers, being parts of i.c.e"
3464,84834090,Gears and gearing excl.toothed wheels..ball or roller screws..incl. torque converters
3465,84835000,Flywheels and pulleys (incl. pulley blocks)
3466,84836000,Clutches and shaft couplings  (incl. universal joints)
3467,84839000,"Toothed wheels, chain sprockets & other transmission elements presented separately;parts"
3468,84841000,Gaskets... of metal combined with other materials of >1 metal layer
3469,84842000,Mechanical seals
3470,84849000,Sets or assortments of gaskets and similar joints
3471,84869000,Parts and accessories of machines of heading 8486
3472,84871000,Ships' or boats' propellers and blades thereof
3473,84879000,Other machinery parts not containing electrical connectors
3474,85011000,Motors of an output =<37.5 W
3475,85012000,Universal ac/dc motors of an output >37.5 W
3476,85013100,DC motors and generators of an output =< 750 W
3477,85013200,Dc motors and generators of an output >750 W-<=75 kW
3478,85013300,Dc motors and generators of an output >75 kW-<=375 kW
3479,85013400,Dc motors and generators of an output >375 kW
3480,85014010,"Induction,of>0,75KW&<1,5KW[110V-550V],motor speed>700 or<3000 rev/min excl"
3481,85014090,Other single-phase AC motors
3482,85015100,"Ac motors, multi-phase, of an output =<750 W"
3483,85015210,"3 phase single squirrel-cage induction of>0,75KW&<40KW[110V-550V]..."
3484,85015290,Other multiple phase AC motors of an output 750W-75KW
3485,85015310,Other ac motors multiphase of  an output > 75kw and =< 200 Kw
3486,85015390,Other ac motors of output exceeding 200 KW
3487,85016100,Ac generators (alternators) of an output =<75 kVA
3488,85016200,Ac generators (alternators) of an output >75 kVA-<=375 kVA
3489,85016300,Ac generators (alternators) of an output >375 kVA-<=750 kVA
3490,85016400,Ac generators (alternators) of an output >750 kVA
3491,85021100,"Generating sets with compression-ignition engines, =<75 kVA"
3492,85021200,"Generating sets with compression-ignition engines, >75 kVA-<=375 kVA"
3493,85021300,"Generating sets with compression-ignition engines, >375 kVA"
3494,85022000,Generating sets with spark-ignition internal combustion piston engines
3495,85023100,Wind-powered generating sets
3496,85023900,"Generating sets,(excl.wind-powered) nes"
3497,85024000,Electric rotary converters
3498,85030010,Wound parts suitable for machines of 85.01 or 85.02
3499,85030090,Unwound parts for machines of 85.01 or 85.02
3500,85041010,Ballasts for discharge lamps or tubes not exceeding 100W
3501,85041090,Other ballasts for discharge lamps or tubes =>100W
3502,85042110,"Core type, oil immersed, max working voltage <=132kv, size >=5kva <=650kva"
3503,85042190,"Other liquid di-electric transformers, power handling capacity <= 650 KVA"
3504,85042210,"Liquid dielectric transformers,core type,oil immersed exc chokes ..=<132KV"
3505,85042290,"Other liquid dielectric transformers, power handling capacity 650-10000KVA"
3506,85042310,"Liquid dielectric transformers ,core type oil immersed=<132KV =<30000KVA"
3507,85042390,Other liquid dielectric transformers excl core type >10000KVA
3508,85043110,"Transformers, nes, power handling capacity <= 1KVA and <= 100W"
3509,85043190,"Other transformers, nes, power handling capacity <= 1 KVA"
3510,85043200,"Transformers, nes, power handling capacity1-16kva"
3511,85043300,"Transformers, nes, power handling capacity 16-500kva"
3512,85043400,"Transformers, nes, power handling capacity >500kva"
3513,85044000,Static converters
3514,85045000,"Inductors, nes"
3515,85049000,"Parts of transformers, inductors and static converters"
3516,85051100,Permanent magnets and articles becoming permanent magnets of metal
3517,85051900,Other Permanent magnets and articles becoming permanent magnets (excl. metal)
3518,85052000,"Electro-magnetic couplings, clutches and brakes"
3519,85059000,"Other Electro-magnetic or permanent magnet chucks, including parts of magnets"
3520,85061000,"Primary cells and primary batteries, manganese dioxide"
3521,85064000,"Primary cells and primary batteries, silver oxide"
3522,85065000,"Primary cells and primary batteries, lithium"
3523,85066000,"Primary cells and primary batteries, air-zinc"
3524,85068000,"Primary cells and primary batteries, nes"
3525,85069000,Parts of primary cells and primary batteries
3526,85071000,Lead-acid of a kind used for starting piston engines
3527,85072000,Other Lead-acid accumulators (excl. for starting piston engines)
3528,85073000,Nickel-cadmium accumulators
3529,85075000,Nickel-metal hydride
3530,85076000,Lithium-ion
3531,85078000,"Electric accumulators (excl. lead-acid, nickel-cadmium or nickel-iron)"
3532,85079010,"Posts, connector-straps, grids & plates for electric accumulators"
3533,85079090,Other parts of electric accumulators nes
3534,85081100,Of a power <= 1500W and having a dust bag or other receptacle capacity <= 20L
3535,85081900,Other vacuum cleaners with self contained electric motors  nes
3536,85086000,Other vacuum cleaners
3537,85087000,Parts
3538,85094000,Electro-mechanical domestic food grinders/mixers/fruit and vegetable juice extractors
3539,85098000,"Electro-mechanical domestic appliances, nes, with electric motor"
3540,85101000,Shavers with self-contained electric motor
3541,85102090,Hair clippers with self-contained electric motor other than agriculture clippers
3542,85103000,"Hair removing appliances with self contained elec. motor,(exc.shavers/clippers"
3543,85109000,Parts of shavers and hair clippers with self-contained electric motor
3544,85111000,Spark plugs
3545,85112000,Ignition magnetos; magneto-dynamos; magnetic flywheels
3546,85113000,Distributors; ignition coils
3547,85114000,Starter motors and dual purpose starter-generators
3548,85115000,"Generators, nes, for internal combustion engines"
3549,85118000,"Ignition/starting equipment, nes, for internal combustion engines"
3550,85119000,Parts of electrical ignition/starting equipment of 85.11
3551,85121000,Lighting or visual signalling equipment for bicycles
3552,85122000,Lighting or visual signalling equipment for motor vehicles
3553,85123000,Sound signalling equipment for cycles or motor vehicles
3554,85124000,"Windscreen wipers, defrosters and demisters for motor vehicles"
3555,85129000,"Parts of vehicle lighting/signalling, etc, equipment of 85.12"
3556,85131010,Miner's safety lamps
3557,85131020,Lamps incorporating a solar module
3558,85131090,"Other portable electric lamps worked by dry batteries, accums, magnetos"
3559,85139000,Parts of portable electric lamps of 85.13
3560,85141000,Resistance heated industrial or laboratory furnaces and ovens
3561,85142000,Induction or dielectric industrial or laboratory furnaces and ovens
3562,85143000,"Industrial or laboratory furnaces and ovens, nes"
3563,85144000,Other equipment for the heat treatment of materials by induction or dielectric loss
3564,85149000,"Parts of industrial or laboratory furnaces and ovens, etc, of 85.14"
3565,85151100,Soldering irons and guns
3566,85151900,"Brazing or soldering machines and apparatus, nes"
3567,85152100,"Machines for resistance welding of metal, fully or partly automatic"
3568,85152900,"Machines and apparatus for resistance welding of metal, not automatic"
3569,85153100,"Machines for arc (incl. plasma arc) welding of metals, automatic"
3570,85153900,"Machines for arc (incl. plasma arc) welding of metals, not automatic"
3571,85158000,"Machines and apparatus for welding/spraying of metals, nes"
3572,85159000,"Parts of soldering, brazing, welding, etc, machines/apparatus of 85.15"
3573,85161000,Electric instantaneous or storage water heaters and immersion heaters
3574,85162100,Electric storage heating radiators
3575,85162900,"Electric space heating and soil heating apparatus, nes"
3576,85163100,Electro-thermic hair dryers
3577,85163200,"Electro-thermic hair-dressing apparatus, etc (excl. dryers)"
3578,85163300,Electro-thermic hand-drying apparatus
3579,85164000,Electrical smoothing irons
3580,85165000,Microwave ovens
3581,85166000,"Other ovens, cookers, cooking plates, boiling rings, grillers and roasters nes"
3582,85167100,Electro-thermic coffee or tea makers
3583,85167200,Electro-thermic toasters
3584,85167900,"Electro-thermic domestic appliances, nes"
3585,85168010,"Electric heating res for immer heaters, space heating app/elec smothing irons"
3586,85168090,Other heating resistors
3587,85169000,Parts of electro-thermic appliances of 85.16
3588,85171100,Line telephone sets with cordless handsets
3589,85171210,Cellular telephone handsets
3590,85171220,Two-way radio
3591,85171230,Fixed cellular terminals
3592,85171290,Other telephones for cellullar networks or for otherwireless networks
3593,85171800,Other telephones for cellular networks or other wireless networks nes
3594,85176100,Base stations
3595,85176200,"Machines for the reception, conversion ...etc including switching and routing apparatus"
3596,85176900,Other machines for the reception ...etc or regeneration of voice...etc incl switches nes
3597,85177000,Parts
3598,85181000,Microphones and stands therefor
3599,85182100,"Single loudspeakers, mounted in their enclosures"
3600,85182200,"Multiple loudspeakers, mounted in the same enclosure"
3601,85182900,"Loudspeakers, not mounted in enclosures"
3602,85183000,"Headphones, earphones combined or not with a microphone/speaker sets"
3603,85184000,Audio-frequency electric amplifiers
3604,85185000,Electric sound amplifier sets
3605,85189000,Parts of articles of 85.18
3606,85193000,Turntables (record-decks)
3607,85195000,Telephone answering machines
3608,85198100,"Using magnetic, optical or semiconductor media"
3609,85198900,Other nes
3610,85219000,"Other video recording/reproducing apparatus,with /without video tuner,exc.mag.tape type"
3611,85221000,Pick-up cartridges
3612,85229020,Cabinets suitable for use sorely with apparatus of headings 85.19 to 85.21
3613,85229091,Accessories of apparatus of 85.19 to 85.21
3614,85229099,Other parts of apparatus of 85.19 to 85.21
3615,85232100,Cards incorporation a magnetic stripe
3616,85232900,Other cards incorporating a magenetic stripe nes
3617,85234100,Unrecorded optical media
3618,85234910,Computer software
3619,85234990,Other optical media nes
3620,85235100,Solid state non-volatile storage devices
3621,85235200,Smart cards
3622,85235900,Other semi-conductor media nes
3623,85238000,Other nes
3624,85255010,For use in connection with aircraft communication or navigation
3625,85255090,Other radio/TV transmission apparatus nes
3626,85256010,Transmission apparatus for use in connection with aircraft communication or navigation
3627,85256090,Other transmission apparatus nes
3628,85258010,Television cameras...etc for use in connection with aircraft communication or navigation
3629,85258090,Other television cameras..etc for use in connection with aircraft communication nes
3630,85261000,Radar apparatus
3631,85269110,Radio navigation aid app for use in aircraft or in navigation
3632,85269190,"Other radio navigational aid apparatus, nes"
3633,85269210,Radio remote control of a type designed for recreation purposes & toys
3634,85269290,"Other radio remote control apparatus, nes"
3635,85271200,Pocket-size radio cassette players
3636,85271310,Radio broadcast receivers for aircraft use or navigation
3637,85271390,Other radio brodcast reception apparatus with sound recording or reproducing apparatus
3638,85271990,"Other radio receivers, nes"
3639,85272100,"Radio receivers for motor vehicles, with sound ...reproducing apparatus"
3640,85272900,"Radio receivers for motor vehicles, nes"
3641,85279100,Combined with sound recording or reproducing apparatus
3642,85279900,Other reception apparatus for radio broadcasting nes
3643,85284100,Of a kind solely or principally used in automatic data processing system of Heading 8471
3644,85284900,Other apparatus nes
3645,85285100,Of a kind solely or principally used in an ADP system of heading 84.71
3646,85285900,Other monitors nes
3647,85286100,Projectors of a kind solely  used in an  ADP system of Heading 84.71
3648,85286900,Other Projectors nes
3649,85287100,Reception appar. for TV Not designed to incorporate a video display or screen
3650,85287200,Reception apparatus for TV ( colour)
3651,85287300,"Other,black and white or other monochrome"
3652,85291000,Aerials and aerial reflectors of all kinds and parts thereof
3653,85299010,Parts of app of 85.25 to 85.28 incorporating a printed circuit board
3654,85299020,Cabinets suitable for use with apparatus of heading 85.25 to 85.28
3655,85299090,Other parts of apparatus of 85.25 to 85.28
3656,85308000,"Electrical signalling... equipment for roads, inland waterways..."
3657,85309000,"Parts of electrical signalling equipment for railways, etc, of 85.30"
3658,85311010,Electrical fire alarms
3659,85311090,Other electrical burglar or fire alarms & similar apparatus
3660,85312010,Indicator panels for fire alarm systems
3661,85312090,Other indicator panels with LCDS or LEDS
3662,85318000,"Electrical apparatus for sound or visual signalling, nes"
3663,85319000,Parts of apparatus of 85.31
3664,85321000,Fixed capacitors for 50/60 hz circuits having power capacity >=0.5kvar
3665,85322100,Fixed electrical capacitors of tantalum
3666,85322200,Fixed electrical capacitors of aluminium electrolytic
3667,85322400,"Fixed electrical capacitors of ceramic dielectric, multilayer"
3668,85322500,Fixed electrical capacitors of dielectric of paper or plastics
3669,85322900,"Fixed electrical capacitors, nes"
3670,85323000,Electrical variable or adjustable (pre-set) capacitors
3671,85329000,Parts of electrical capacitors of 85.32
3672,85332100,Fixed resistors for a power handling capacity =<20w
3673,85332900,Fixed resistors for a power handling capacity >20w
3674,85333900,Wirewound variable resistors for a power handling capacity >20 W
3675,85334000,"Variable resistors, nes (incl. rheostats and potentiometers)"
3676,85339000,"Parts of electrical resistors, rheostats and potentiometers"
3677,85340000,Printed circuits
3678,85351000,"Fuses, >1000 V"
3679,85352100,Automatic circuit breakers for a voltage <72.5 kV
3680,85352900,Automatic circuit breakers for a voltage >72.5 kV
3681,85353000,"Isolating switches and make-and-break switches, >1000 V"
3682,85354000,"Lightning arresters, voltage limiters and surge suppressors, >1000 V"
3683,85359000,"Other apparatus for switching... electrical circuits, >1000 V, nes"
3684,85361000,"Fuses, =<1000 V"
3685,85362010,Automatic circuit breakers with a breaking capacity of 6 Kpa and below
3686,85362090,Other automatic circuit breakers
3687,85363000,"Apparatus for protecting electrical circuits, nes, =<1000  V"
3688,85364100,Relays for a voltage =<60 V
3689,85364900,Relays for a voltage 60-1000 V
3690,85365000,"Switches, nes, =<1000 V"
